㔶	kong
端面	doi mien
竹下	jyu ha
竹下登	jyu ha deng
竹东	jyu deng
竹东镇	jyu deng zen
竹丝	jyu su
竹乡	jyu xiong
竹书	jyu xyu
竹书纪年	jyu xyu ji nien
竹亭	jyu tin
竹入	jyu lu
竹内	jyu nyu
竹凳	jyu den
竹制	jyu zi
竹制品	jyu zi pin
竹刻	jyu kie
竹剑	jyu jien
竹北	jyu be
竹南	jyu lang
竹叶	jyu ye
竹叶山	jyu ye san
竹叶青	jyu ye qiang
竹君	jyu jyun
竹器	jyu qi
竹园	jyu yon
竹园村	jyu yon qyun
竹园镇	jyu yon zen
竹围	jyu wei
竹地板	jyu ti ban
竹头	jyu teu
竹头木屑	jyu teu mu xie
竹子	jyu zu
竹子林	jyu zu lin
竹子湖	jyu zu fu
竹屋	jyu wu
竹山	jyu san
竹山县	jyu san xon
竹岐	jyu qi
竹岛	jyu dau
竹工	jyu gung
竹工业	jyu gung nie
竹布	jyu bu
竹帘	jyu lien
竹帘子	jyu lien zu
竹帘画	jyu lien fa
竹帛	jyu pa
竹帛之功	jyu pa zi gung
竹席	jyu xi
竹床	jyu cong
竹影	jyu yang
竹扉	jyu fi
竹报	jyu bau
竹报平安	jyu bau piang ngon
竹排	jyu pai
竹木	jyu mu
竹木简	jyu mu teng
竹杆	jyu gon
竹材	jyu coi
竹杠	jyu gong
竹条	jyu tieu
竹板	jyu ban
竹板书	jyu ban xyu
竹林	jyu lin
竹林七贤	jyu lin qi xien
竹林中	jyu lin jiung
竹林寺	jyu lin si
竹林精舍	jyu lin jiang xia
竹林路	jyu lin lu
竹林镇	jyu lin zen
竹枝	jyu zi
竹枝词	jyu zi cu
竹架	jyu ga
竹柏异心	jyu be yi xin
竹栅	jyu za
竹栏	jyu lan
竹根	jyu gien
竹桃霉素	jyu tau mi su
竹桥	jyu qieu
竹棍	jyu gun
竹棒	jyu bong
竹椅	jyu yi
竹楼	jyu leu
竹榄里	jyu lan li
竹榻	jyu ta
竹歧	jyu qi
竹沥	jyu li
竹浆	jyu jiong
竹海	jyu hoi
竹溪	jyu xi
竹溪县	jyu xi xon
竹炭	jyu tan
竹片	jyu pien
竹牌	jyu pai
竹琴	jyu qin
竹盒	jyu ho
竹竿	jyu gon
竹笋	jyu sen
竹笋乾	jyu sen qien
竹笋汤	jyu sen tong
竹笛	jyu ti
竹笠	jyu li
竹笼	jyu leng
竹筏	jyu fa
竹筐	jyu kuong
竹筒	jyu teng
竹筒倒豆子	jyu teng dau teu zu
竹筒子	jyu teng zu
竹筒饭	jyu teng fan
竹筷	jyu kuai
竹签	jyu qien
竹签子	jyu qien zu
竹简	jyu teng
竹箍	jyu gu
竹管	jyu guon
竹箩	jyu lo
竹箫	jyu xieu
竹箫斋	jyu xieu zai
竹箱	jyu xiong
竹箱子	jyu xiong zu
竹篓	jyu leu
竹篓子	jyu leu zu
竹篙	jyu hau
竹篮	jyu lan
竹篮打水	jyu lan da xyu
竹篮打水一场空	jyu lan da xyu yi qiong kung
竹篱	jyu li
竹篱笆	jyu li ba
竹篱茅舍	jyu li mau xia
竹篾	jyu mie
竹簧	jyu fong
竹纤维	jyu qien wei
竹纸	jyu zi
竹编	jyu bien
竹胶板	jyu jieu ban
竹膜	jyu mo
竹节	jyu jie
竹节参	jyu jie can
竹节状	jyu jie cong
竹节石	jyu jie xia
竹节纱	jyu jie sa
竹节虫	jyu jie qiung
竹芋	jyu yu
竹花	jyu fa
竹苇	jyu wei
竹苞松茂	jyu bau seng mau
竹茹	jyu xyu
竹荪	jyu sen
竹蔗	jyu za
竹藤	jyu ten
竹野内丰	jyu ya nyu feng
竹钉	jyu diang
竹雕	jyu dieu
竹鞭	jyu bien
竹韵	jyu yun
竹马	jyu ma
竹马之交	jyu ma zi gau
竹马之友	jyu ma zi yiu
竹鸡	jyu ji
竹黄	jyu wong
竺	jyu
竺叔兰	jyu xu lan
竺可桢	jyu kie zen
竺娲颍	jyu wa yin
竺法护	jyu fa fu
竺监藏	jyu gan cong
竽	yu
竿	gon
竿头	gon teu
竿头一步	gon teu yi pu
竿头日上	gon teu ni xiong
竿头日进	gon teu ni jin
竿头直上	gon teu ci xiong
竿子	gon zu
笃	du
笃信	du xin
笃信好学	du xin hau ho
笃厚	du heu
笃学	du ho
笃学不倦	du ho bei jon
笃学好古	du ho hau gu
笃守	du seu
笃定	du tiang
笃定泰山	du tiang toi san
笃实	du si
笃志	du zi
笃志好学	du zi hau ho
笃敬	du jin
笃新怠旧	du xin toi qiu
笃深	du sen
笃爱	du ngoi
笃疾	du ji
笃直	du ci
笃笃	du du
笃而论之	du e len zi
笃行	du hang
笃行不倦	du hang bei jon
笃论高言	du len gau nien
笃诚	du cen
笃近举远	du qin jyu yon
笄	ji
笆	ba
笆斗	ba deu
笆篓	ba leu
笆篱	ba li
笈	ji
笊	za
笊篱	za li
笋	sen
笋丝	sen su
笋乾	sen qien
笋壳	sen ko
笋头	sen teu
笋子	sen zu
笋尖	sen jien
笋干	sen kon
笋瓜	sen gua
笋竹	sen jyu
笋芽	sen nga
笋衣	sen yi
笋鸡	sen ji
笏	fei
笑	xieu
笑一笑	xieu yi xieu
笑不可仰	xieu bei kie yong
笑不笑	xieu bei xieu
笑个痛快	xieu go teng kuai
笑乐	xieu lo
笑了笑	xieu li xieu
笑了起来	xieu li qi loi
笑傲	xieu ngau
笑傲江湖	xieu ngau gong fu
笑傲群芳	xieu ngau qyun fong
笑傲风月	xieu ngau feng nyue
笑儿	xieu e
笑出眼泪	xieu qyu ngan li
笑剧	xieu jyu
笑口	xieu kieu
笑口常开	xieu kieu qiong koi
笑可藏刀	xieu kie cong dau
笑吟吟	xieu yin yin
笑呵呵	xieu ho ho
笑咧咧	xieu lie lie
笑咪咪	xieu mi mi
笑哈哈	xieu ha ha
笑嘻嘻	xieu xi xi
笑地	xieu ti
笑场	xieu qiong
笑声	xieu xiang
笑嫣然	xieu qien len
笑容	xieu yiung
笑容可掬	xieu yiung kie jiu
笑容满面	xieu yiung mon mien
笑对人生	xieu dei nin sang
笑开颜	xieu koi yen
笑影	xieu yang
笑微微	xieu zang zang
笑意	xieu yi
笑掉大牙	xieu die tai nga
笑料	xieu lieu
笑星	xieu xin
笑来笑去	xieu loi xieu qie
笑林	xieu lin
笑柄	xieu bin
笑止万千	xieu zi wan qien
笑死人	xieu su nin
笑比河清	xieu bi ho qiang
笑气	xieu qi
笑江湖	xieu gong fu
笑琴	xieu qin
笑盈盈	xieu yang yang
笑看人生	xieu kon nin sang
笑眯眯	xieu mi mi
笑破肚皮	xieu po du pi
笑窝	xieu wo
笑笑	xieu xieu
笑笑生	xieu xieu sang
笑答	xieu dai
笑红尘	xieu feng cen
笑纳	xieu la
笑纹	xieu wen
笑翻天	xieu fan tien
笑而不答	xieu e bei dai
笑脸	xieu lien
笑脸攻势	xieu lien gung si
笑脸相迎	xieu lien xiong yin
笑脸迎人	xieu lien yin nin
笑脸鬼	xieu lien gui
笑蒙	xieu meng
笑言	xieu nien
笑话	xieu wa
笑话书	xieu wa xyu
笑话百出	xieu wa ba qyu
笑话站	xieu wa zan
笑话网	xieu wa mong
笑语	xieu nyu
笑谈	xieu tan
笑貌	xieu mau
笑逐频开	xieu jyu pin koi
笑逐颜开	xieu jyu yen koi
笑醒	xieu xiang
笑里藏刀	xieu li cong dau
笑闹	xieu lau
笑非	xieu fi
笑面	xieu mien
笑面外交	xieu mien ngoi gau
笑面夜叉	xieu mien ya ca
笑面虎	xieu mien fu
笑靥	xieu yen
笑颜	xieu yen
笑骂	xieu ma
笔	bi
笔下	bi ha
笔下有铁	bi ha yiu tie
笔下生花	bi ha sang fa
笔下生辉	bi ha sang fi
笔下留情	bi ha liu qin
笔下超生	bi ha ceu sang
笔伐	bi fai
笔伐口诛	bi fai kieu jyu
笔会	bi fi
笔体	bi ti
笔供	bi jiung
笔债	bi zai
笔冢研穿	bi zong nien qon
笔刀砚城	bi dau yen cen
笔划	bi fa
笔削	bi xieu
笔削褒贬	bi xieu bau bien
笔力	bi li
笔力扛鼎	bi li gong din
笔势	bi si
笔参造化	bi can cau fa
笔友	bi yiu
笔受	bi seu
笔名	bi miang
笔名着作	bi miang qio zo
笔咕笔直	bi gu bi ci
笔墨	bi me
笔墨之林	bi me zi lin
笔墨官司	bi me guon su
笔墨横姿	bi me wang zu
笔墨生涯	bi me sang nga
笔墨纸砚	bi me zi yen
笔头	bi teu
笔头儿	bi teu e
笔头生花	bi teu sang fa
笔套	bi tau
笔字	bi cu
笔尖	bi jien
笔帽	bi mau
笔底下	bi di ha
笔底春风	bi di qyun feng
笔底生花	bi di sang fa
笔底超生	bi di ceu sang
笔底龙蛇	bi di liung xia
笔座	bi co
笔式	bi si
笔录	bi lu
笔形	bi xin
笔心	bi xin
笔意	bi yi
笔战	bi zan
笔手	bi seu
笔扫千军	bi sau qien jyun
笔挺	bi tin
笔数	bi su
笔断意连	bi ton yi lien
笔札	bi zai
笔杆	bi gon
笔杆儿	bi gon e
笔杆子	bi gon zu
笔架	bi ga
笔架山	bi ga san
笔格	bi ga
笔歌墨舞	bi go me wu
笔法	bi fa
笔洗	bi xi
笔润	bi len
笔画	bi fa
笔画数	bi fa su
笔盒	bi ho
笔直	bi ci
笔砚	bi yen
笔立	bi li
笔端	bi doi
笔笔	bi bi
笔筒	bi teng
笔答	bi dai
笔简意深	bi teng yi sen
笔算	bi son
笔管	bi guon
笔管条直	bi guon tieu ci
笔翰如流	bi hon lu liu
笔老墨秀	bi lau me xiu
笔者	bi jia
笔耕	bi gien
笔耕不辍	bi gien bei zyui
笔耕墨来	bi gien me loi
笔耕墨耘	bi gien me yun
笔耕砚田	bi gien yen tien
笔致	bi ci
笔舌	bi se
笔芯	bi xin
笔袋	bi toi
笔触	bi qyu
笔记	bi ji
笔记型	bi ji xin
笔记型电脑	bi ji xin tien lau
笔记本	bi ji ben
笔记本型	bi ji ben xin
笔记本电脑	bi ji ben tien lau
笔记簿	bi ji pu
笔译	bi ni
笔试	bi si
笔诛墨伐	bi jyu me fai
笔误	bi wu
笔调	bi tieu
笔谈	bi tan
笔谭	bi tan
笔贴式	bi tie si
笔资	bi zu
笔走龙蛇	bi zeu liung xia
笔路	bi lu
笔述	bi xyu
笔迹	bi ji
笔迹特征	bi ji te zen
笔道	bi tau
笔酣墨饱	bi hon me bau
笔铅	bi yon
笔锋	bi fen
笔门造车	bi men cau qia
笔阵	bi zen
笔顺	bi xyun
笔食瓢饮	bi si pieu yin
笔饱墨酣	bi bau me hon
笕	jien
笕济学家	jien ji ho ga
笙	sen
笙歌	sen go
笙磬同音	sen tiang teng yin
笙箫	sen xieu
笙簧	sen fong
笛	ti
笛卡儿	ti ka e
笛卡尔	ti ka ng
笛声	ti xiang
笛子	ti zu
笛子曲	ti zu qyu
笛手	ti seu
笛管	ti guon
笛膜	ti mo
笛音	ti yin
笞	ci
笞击	ci ji
笞杖	ci jiong
笞责	ci ze
笞辱	ci lu
笠	li
笤	tieu
笤帚	tieu zeu
笥	si
符	fu
符一镜	fu yi jiang
符一音	fu yi yin
符五世	fu ng si
符兵	fu bin
符兹堡	fu zu bau
符卫建	fu wei jien
符取	fu qi
符召	fu zeu
符号	fu hau
符号串	fu hau qon
符号分析	fu hau fen xi
符号化	fu hau fa
符号学	fu hau ho
符号差	fu hau cai
符号库	fu hau ku
符号执行	fu hau zi hang
符号智能	fu hau zi len
符号检验	fu hau jien yen
符号表	fu hau bieu
符号计算	fu hau ji son
符号论	fu hau len
符号语言	fu hau nyu nien
符号逻辑	fu hau lo ji
符号长	fu hau qiong
符合	fu ho
符合中国	fu ho jiung gue
符合事实	fu ho su si
符合人体	fu ho nin ti
符合卫生	fu ho wei sang
符合国家	fu ho gue ga
符合国情	fu ho gue qin
符合国际	fu ho gue ji
符合实际	fu ho si ji
符合条件	fu ho tieu qien
符合条件者	fu ho tieu qien jia
符合标准	fu ho bieu jyun
符合率	fu ho soi
符合要求	fu ho yeu qiu
符合规定	fu ho gui tiang
符合规律	fu ho gui lyu
符合规范	fu ho gui fan
符合门	fu ho men
符命	fu miang
符咒	fu zeu
符圣使	fu sen si
符在王	fu coi wong
符坚令	fu jien lin
符坚载	fu jien zoi
符头	fu teu
符字景	fu cu jin
符宝郎	fu bau long
符尾	fu mi
符山石	fu san xia
符应	fu yin
符拉基	fu lai ji
符拉迪	fu lai di
符拉迪沃斯托克	fu lai di wo su to kie
符敏仪	fu min yi
符标	fu bieu
符水	fu xyu
符水驱	fu xyu qyu
符泉生	fu qon sang
符滕堡	fu teng bau
符玉晶	fu yu jin
符玺郎	fu xi long
符瑞	fu lei
符登	fu deng
符码	fu ma
符破玺	fu po xi
符福渊	fu fu yon
符离	fu li
符签	fu qien
符箓	fu lu
符腾堡	fu teng bau
符节	fu jie
符阴	fu yin
符验	fu yen
笨	ben
笨人	ben nin
笨伯	ben be
笨办法	ben pan fa
笨口拙舌	ben kieu zo se
笨嘴	ben jyu
笨嘴拙腮	ben jyu zo soi
笨嘴拙舌	ben jyu zo se
笨嘴笨舌	ben jyu ben se
笨头笨脑	ben teu ben lau
笨家伙	ben ga fo
笨小孩	ben xieu hai
笨手笨脚	ben seu ben jio
笨拙	ben zo
笨桶	ben teng
笨死	ben su
笨死了	ben su li
笨活	ben woi
笨牛	ben niu
笨猪	ben jyu
笨瓜	ben gua
笨笨	ben ben
笨笨呆呆	ben ben dai dai
笨笨熊	ben ben xiung
笨笨猪	ben ben jyu
笨蛋	ben tan
笨货	ben fo
笨贼	ben ce
笨重	ben qiung
笨鸟	ben dieu
笨鸟先飞	ben dieu xien fi
笪	ho
笫	zi
第	ti
第一	ti yi
第一一七回	ti yi yi qi fi
第一一三回	ti yi yi san fi
第一一九回	ti yi yi jiu fi
第一一二回	ti yi yi e fi
第一一五	ti yi yi ng
第一一五回	ti yi yi ng fi
第一一八回	ti yi yi bai fi
第一一六回	ti yi yi liu fi
第一一四回	ti yi yi su fi
第一一零回	ti yi yi liang fi
第一七	ti yi qi
第一三一	ti yi san yi
第一三五	ti yi san ng
第一世界	ti yi si gai
第一个	ti yi go
第一义	ti yi ni
第一书记	ti yi xyu ji
第一二	ti yi e
第一二九	ti yi e jiu
第一二二	ti yi e e
第一二零回	ti yi e liang fi
第一产业	ti yi can nie
第一人称	ti yi nin cen
第一代	ti yi toi
第一件	ti yi qien
第一任	ti yi lin
第一份	ti yi fen
第一位	ti yi wei
第一例	ti yi li
第一信使	ti yi xin si
第一信号	ti yi xin hau
第一八	ti yi bai
第一八八	ti yi bai bai
第一六三	ti yi liu san
第一关	ti yi kuan
第一具	ti yi jyu
第一册	ti yi ca
第一军医大学	ti yi jyun yi tai ho
第一击	ti yi ji
第一刀	ti yi dau
第一分	ti yi fen
第一分钟	ti yi fen jiung
第一列	ti yi lie
第一副	ti yi fu
第一劝业银行	ti yi qyuon nie ngin hang
第一匹	ti yi pi
第一千	ti yi qien
第一印象	ti yi yin xiong
第一卷	ti yi jon
第一双	ti yi song
第一发	ti yi fai
第一口	ti yi kieu
第一句	ti yi jyu
第一台	ti yi toi
第一号	ti yi hau
第一名	ti yi miang
第一员	ti yi yon
第一周	ti yi zeu
第一品	ti yi pin
第一响	ti yi xiong
第一四八	ti yi su bai
第一回	ti yi fi
第一团	ti yi ton
第一国际	ti yi gue ji
第一圈	ti yi qon
第一场	ti yi qiong
第一场次	ti yi qiong cu
第一块	ti yi kuai
第一堂	ti yi tong
第一堵	ti yi du
第一声	ti yi xiang
第一处	ti yi qyu
第一夜	ti yi ya
第一天	ti yi tien
第一夫人	ti yi fu nin
第一套	ti yi tau
第一季	ti yi ji
第一季度	ti yi ji tu
第一审	ti yi sen
第一家	ti yi ga
第一封	ti yi feng
第一尊	ti yi zeng
第一局	ti yi qiu
第一层	ti yi ceng
第一届	ti yi kai
第一峰	ti yi feng
第一席	ti yi xi
第一幅	ti yi fu
第一幕	ti yi mu
第一幢	ti yi deng
第一年	ti yi nien
第一座	ti yi co
第一张	ti yi jiong
第一弦	ti yi xon
第一性	ti yi xin
第一战	ti yi zan
第一户	ti yi fu
第一所	ti yi so
第一手	ti yi seu
第一批	ti yi pi
第一把	ti yi bai
第一把手	ti yi bai seu
第一抹	ti yi moi
第一拖拉机	ti yi to lai ji
第一招	ti yi zeu
第一拳	ti yi qon
第一排	ti yi pai
第一支	ti yi zi
第一斜桅	ti yi xia kui
第一晚	ti yi wan
第一曲	ti yi qyu
第一期	ti yi qi
第一本	ti yi ben
第一朵	ti yi deu
第一村	ti yi qyun
第一束	ti yi xyu
第一条	ti yi tieu
第一杯	ti yi bi
第一枚	ti yi mi
第一枝	ti yi zi
第一枪	ti yi qiong
第一架	ti yi ga
第一根	ti yi gien
第一案	ti yi ngon
第一桌	ti yi zo
第一桩	ti yi zong
第一桶	ti yi teng
第一桶金	ti yi teng jin
第一次	ti yi cu
第一次世	ti yi cu si
第一次世界大战	ti yi cu si gai tai zan
第一次鸦片战争	ti yi cu nga pien zan zang
第一款	ti yi kuon
第一步	ti yi pu
第一段	ti yi ton
第一波	ti yi bo
第一流	ti yi liu
第一滴	ti yi di
第一炮	ti yi pau
第一点	ti yi dien
第一片	ti yi pien
第一版	ti yi ban
第一班	ti yi ban
第一瓶	ti yi pin
第一百	ti yi ba
第一百七	ti yi ba qi
第一百七十条	ti yi ba qi si tieu
第一百三十四条	ti yi ba san si su tieu
第一百个	ti yi ba go
第一百九十一条	ti yi ba jiu si yi tieu
第一百九十七条	ti yi ba jiu si qi tieu
第一百九十六条	ti yi ba jiu si liu tieu
第一百五	ti yi ba ng
第一百五十	ti yi ba ng si
第一百五十二条	ti yi ba ng si e tieu
第一百五十四条	ti yi ba ng si su tieu
第一百八	ti yi ba bai
第一百八十三条	ti yi ba bai si san tieu
第一百八十四条	ti yi ba bai si su tieu
第一百六十一条	ti yi ba liu si yi tieu
第一百六十三条	ti yi ba liu si san tieu
第一百六十四	ti yi ba liu si su
第一百六十四条	ti yi ba liu si su tieu
第一百回	ti yi ba fi
第一百张	ti yi ba jiong
第一百零一个	ti yi ba liang yi go
第一百零七条	ti yi ba liang qi tieu
第一百零九条	ti yi ba liang jiu tieu
第一百零六回	ti yi ba liang liu fi
第一盆	ti yi pen
第一盏	ti yi zan
第一盘	ti yi pon
第一目	ti yi mu
第一眼	ti yi ngan
第一碗	ti yi won
第一票	ti yi pieu
第一种	ti yi jiung
第一积分	ti yi ji fen
第一站	ti yi zan
第一章	ti yi jiong
第一笔	ti yi bi
第一第二	ti yi ti e
第一第二第三第四	ti yi ti e ti san ti su
第一等	ti yi den
第一篇	ti yi pien
第一类	ti yi lei
第一粒	ti yi li
第一级	ti yi ji
第一纺织	ti yi fong zi
第一线	ti yi xien
第一组	ti yi zu
第一缕	ti yi lyu
第一罐	ti yi guon
第一网	ti yi mong
第一股	ti yi gu
第一胎	ti yi toi
第一艘	ti yi seu
第一节	ti yi jie
第一范畴	ti yi fan seu
第一茬	ti yi ca
第一行	ti yi hang
第一角	ti yi go
第一记	ti yi ji
第一课	ti yi ko
第一贴	ti yi tie
第一趟	ti yi tong
第一路	ti yi lu
第一轮	ti yi len
第一辆	ti yi liong
第一辑	ti yi ji
第一通	ti yi teng
第一遍	ti yi pien
第一道	ti yi tau
第一遭	ti yi zau
第一部	ti yi pu
第一重	ti yi qiung
第一门	ti yi men
第一间	ti yi gan
第一队	ti yi dei
第一阵	ti yi zen
第一阶段	ti yi gai ton
第一集	ti yi ji
第一零一回	ti yi liang yi fi
第一零七回	ti yi liang qi fi
第一零三回	ti yi liang san fi
第一零九回	ti yi liang jiu fi
第一零二回	ti yi liang e fi
第一零五回	ti yi liang ng fi
第一零八回	ti yi liang bai fi
第一零六回	ti yi liang liu fi
第一零四回	ti yi liang su fi
第一零零回	ti yi liang liang fi
第一面	ti yi mien
第一页	ti yi ye
第一项	ti yi hong
第一顿	ti yi den
第一颗	ti yi ko
第一餐	ti yi can
第一首	ti yi seu
第一首歌	ti yi seu go
第七	ti qi
第七三一	ti qi san yi
第七个	ti qi go
第七代	ti qi toi
第七件	ti qi qien
第七任	ti qi lin
第七位	ti qi wei
第七八五	ti qi bai ng
第七册	ti qi ca
第七十	ti qi si
第七十一	ti qi si yi
第七十一回	ti qi si yi fi
第七十七	ti qi si qi
第七十七回	ti qi si qi fi
第七十七条	ti qi si qi tieu
第七十三	ti qi si san
第七十三卷	ti qi si san jon
第七十三回	ti qi si san fi
第七十三招	ti qi si san zeu
第七十九	ti qi si jiu
第七十九回	ti qi si jiu fi
第七十二回	ti qi si e fi
第七十五回	ti qi si ng fi
第七十八名	ti qi si bai miang
第七十八回	ti qi si bai fi
第七十八条	ti qi si bai tieu
第七十六个	ti qi si liu go
第七十六回	ti qi si liu fi
第七十六条	ti qi si liu tieu
第七十四	ti qi si su
第七十四回	ti qi si su fi
第七十四届	ti qi si su kai
第七十四条	ti qi si su tieu
第七十回	ti qi si fi
第七十届	ti qi si kai
第七十章	ti qi si jiong
第七卷	ti qi jon
第七句	ti qi jyu
第七号	ti qi hau
第七名	ti qi miang
第七品	ti qi pin
第七回	ti qi fi
第七场	ti qi qiong
第七天	ti qi tien
第七家	ti qi ga
第七封	ti qi feng
第七层	ti qi ceng
第七届	ti qi kai
第七年	ti qi nien
第七批	ti qi pi
第七把	ti qi bai
第七招	ti qi zeu
第七日	ti qi ni
第七期	ti qi qi
第七条	ti qi tieu
第七根	ti qi gien
第七次	ti qi cu
第七款	ti qi kuon
第七步	ti qi pu
第七段	ti qi ton
第七版	ti qi ban
第七种	ti qi jiung
第七站	ti qi zan
第七章	ti qi jiong
第七篇	ti qi pien
第七级	ti qi ji
第七缕	ti qi lyu
第七节	ti qi jie
第七课	ti qi ko
第七路	ti qi lu
第七轮	ti qi len
第七辑	ti qi ji
第七道	ti qi tau
第七部	ti qi pu
第七集	ti qi ji
第七项	ti qi hong
第三	ti san
第三世界	ti san si gai
第三世界科学院	ti san si gai ko ho yon
第三两个	ti san yong go
第三个	ti san go
第三产业	ti san can nie
第三人称	ti san nin cen
第三代	ti san toi
第三件	ti san qien
第三任	ti san lin
第三份	ti san fen
第三位	ti san wei
第三例	ti san li
第三关	ti san kuan
第三具	ti san jyu
第三册	ti san ca
第三军	ti san jyun
第三军医大学	ti san jyun yi tai ho
第三刀	ti san dau
第三分	ti san fen
第三列	ti san lie
第三匹	ti san pi
第三十	ti san si
第三十一	ti san si yi
第三十一回	ti san si yi fi
第三十一条	ti san si yi tieu
第三十一次	ti san si yi cu
第三十一章	ti san si yi jiong
第三十七	ti san si qi
第三十七代	ti san si qi toi
第三十七回	ti san si qi fi
第三十七届	ti san si qi kai
第三十七招	ti san si qi zeu
第三十七条	ti san si qi tieu
第三十七章	ti san si qi jiong
第三十七轮	ti san si qi len
第三十三	ti san si san
第三十三代	ti san si san toi
第三十三回	ti san si san fi
第三十三届	ti san si san kai
第三十三条	ti san si san tieu
第三十三章	ti san si san jiong
第三十三篇	ti san si san pien
第三十九	ti san si jiu
第三十九回	ti san si jiu fi
